Entity Name,Lot Address,Lot Address2,Lot City,Lot State,Lot Zip,Number of Spaces,Location
  IMPARK LLC  ,  911 SILVER SPRING AVE  ,nan,N/A,Maryland,20910,Less Than 45,"911 SILVER SPRING AVE SILVER SPRING  20910 (38.991671, -77.025032)"
 ,765 ROCKVILLE PIKE,nan,  ROCKVILLE  ,M@ryland,20852,  45 and Above  ,"765 ROCKVILLE PIKE ROCKVILLE  20852 (39.077779, -77.140579)"
"  Green Tomato, LLC  ",4910-4912 St. Elmo Ave.,  nan  ,Bethesda,Maryland,20814,Less Than 45,"4910-4912 St. Elmo Ave. Bethesda  20814 (38.988637, -77.097639)"
CLM Airpark Associates LLC,7601 Airp@rk Road,  Suites A - M  ,Gaithersburg,Maryland,20879,45 and Above,"  7601 Airpark Road Gaithersburg  20879 (39.169735, -77.155119)  "
  KBSIII One Washingtonian LLC  ,9801 W@shingtonian Boulevard,  n@n  ,  Gaithersburg  ,M@ryland,20878,45 and Above,"9801 Washingtonian Boulevard Gaithersburg  20878 (39.114289, -77.197151)"
Congressional North Associates Limited Partnership,  1471-1531 Rockville Pike & 111 Congressional Lane  ,nan,Rockville,  Maryland  ,20852,N/A,1471-1531 Rockville Pike & 111 Congressional Lane Rockville  20852
WHEATON SHOPPING CENTER,"11401-11451 GA AVE, 2401-2419 UNIVERSITY BLVD WEST",nan,WHEATON,Maryland,20902,45 and Above,NULL
GERMANTOWN PLAZA SHOPPING CENTER,NULL,nan,GERMANTOWN,M@ryland,20874,45 and Above,"13001 WISTERIA DR GERMANTOWN  20874 (39.177618, -77.27131)"
Capital One Bank,  11241 Georgia Ave  ,nan,11241 Georgia Ave,Maryland,20902,Less Th@n 45,"11241 Georgia Ave 11241 Georgia Ave  20902 (39.039785, -77.05115)"
"  AMRUGBY, LLC.  ",4851 Rugby Avenue,n@n,Bethesda,Maryland,20814,Less Th@n 45,"4851 Rugby Avenue Bethesda  20814 (38.990952, -77.098971)"
Old Georgetown Saab Property LLC,11565 Old Georgetown Road,N/A,Rockville,MD,20852,Less Th@n 45,"11565 Old Georgetown Road Rockville  20852 (39.04867, -77.118195)"
LONG & FOSTER,4650 EAST WEST HIGHWAY,nan,BETHESDA,  Maryland  ,20814, ,"  4650 EAST WEST HIGHWAY BETHESDA  20814 (38.98472, -77.09336)  "
Cotler Properties,"701-764 E@st Gude Drive, 309 Howard Ave, 401 & 420-423 Dover Rd",  nan  ,  Rockville  ,Maryland,NULL,45 and Above,"701-764 East Gude Drive, 309 Howard Ave, 401 & 420-423 Dover Rd Rockville  20805"
Betty Brown Casey Trust,8500-8552 Anniversary Circle,nan,Gaithersburg,Maryland,20877,45 and Above,"  8500-8552 Anniversary Circle Gaithersburg  20877 (39.129162, -77.1744)  "
"FC Stonestreet, LLC",326-330 N. Stonestreet Avenue,  nan  ,  Rockville  ,Maryland,20850,Less Th@n 45,"  326-330 N. Stonestreet Avenue Rockville  20850 (39.088806, -77.148393)  "
Ralph J Duffie Inc.,10000 Blk New Hampshire Ave - Hillandale,  nan  ,Silver Spring,Maryland,20903,45 and Above,"10000 Blk New Hampshire Ave - Hillandale Silver Spring  20903 (39.0222, -76.977536)"
N/A,3825 Dupont Ave,  nan  ,Kensington,  Maryland  ,20895,  Less Than 45  ,"  3825 Dupont Ave Kensington  20895 (39.030885, -77.076605)  "
"Burtonsville (E&A), LLC",15791 Columbia Pike,nan,Burtonsville,Maryland,N/A,45 and Above,"15791 Columbia Pike Burtonsville  20866 (39.114603, -76.932949)"
nan,  14800-14826 Physician's Lane  ,NULL,Rockville,Maryland,20850,NULL,"14800-14826 Physician's Lane Rockville  20850 (39.099561, -77.210858)"
  DOLLAR PLUS  ,11250 Triangle Lane,  nan  ,whe@ton,N/A,N/A,Less Than 45,"  11250 Triangle Lane wheaton  20902 (39.039763, -77.051936)  "
E. Michael Tetter,  2529-31 Ennalls Avenue  ,  nan  ,  Wheaton  ,-,-,Less Than 45,"2529-31 Ennalls Avenue Wheaton  20902 (39.039793, -77.053488)"
NULL,  6801 Wisconsin Ave  ,  Suite 1265  ,  Bethesda  ,Maryland,-,Less Th@n 45,"6801 Wisconsin Ave Bethesda  20815 (38.977825, -77.090937)"
"  Germantown II, LLC  ",19731/19735 Germantown Road,-,Germantown,  Maryland  ,20874,  45 and Above  ,19731/19735 Germantown Road Germantown  20874
  BREOF 1375 Piccard REO LP  ,1375 Piccard Drive, ,  Rockville  ,Maryland,20850,45 and Above,"  1375 Piccard Drive Rockville  20850 (39.106336, -77.179985)  "
MAGOS AUTOMOTIVE,7410 WESTMORE RD,  nan  ,ROCKVILLE,Maryland,20850,Less Th@n 45,"7410 WESTMORE RD ROCKVILLE  20850 (39.099398, -77.151747)"
Montgomery County Bar Foundation,27 W Jefferson St,N/A,Rockville,MD,20850,Less Than 45,"27 W Jefferson St Rockville  20850 (39.083143, -77.154063)"
"Montgomery (E&A), LLC",9639 Lost Knife Road,  n@n  ,  Gaithersburg  ,Maryland,20877,-,"  9639 Lost Knife Road Gaithersburg  20877 (39.153999, -77.199974)  "
  Palmer Brothers Painting Contractors  ,8121 PINEY BRANCH RD,  nan  ,NULL,Maryland,20910,45 @nd Above,"  8121 PINEY BRANCH RD Silver Spring  20910 (38.992703, -77.009586)  "
7F@ngSibsLLC,8915 Brookville Road,n@n,  Silver Spring  ,  Maryland  ,20902,Less Than 45,"8915 Brookville Road Silver Spring  20902 (39.001989, -77.053366)"
SEARS/KMART,11255 NEW HAMPSHIRE AVE,  14014 CONNECTICUT AVE  ,SILVER SPRING,Maryland,20904-20906,  45 and Above  ,N/A
  Elbe's Beer and wine  ,  2522 UNIVERSITY BLVD W  ,  nan  ,WHEATON,Maryland,20902,Less Than 45,"2522 UNIVERSITY BLVD W WHEATON  20902 (39.041161, -77.05268)"
FEDERAL REALTY INVESTMENT TRUST,NULL,nan,BETHESDA,MARYLAND, ,  Less Than 45  ,HAGER LANE BETHESDA  20814
"Fortune Parc Development Partners, LLC",  12425 PARK POTOMAC AVE  ,  nan  ,20854,Maryland,20854,Less Th@n 45,"12425 PARK POTOMAC AVE 20854  20854 (39.059181, -77.157468)"
"BDC Spectrum, LLC",  12100 TECH RD  ,n@n,Silver Spring, ,20904,45 and Above,"12100 TECH RD Silver Spring  20904 (39.05393, -76.967941)"
"  Avison Young - Washington, D.C LLC as Agent for Tech HIll JOMA Corp LLC and Tech Hill 511 LLC  ",12211 & 12215 Plum Orchard Drive,nan,Silver Spring,Maryland,20904,45 and Above,"12211 & 12215 Plum Orchard Drive Silver Spring  20904 (39.056838, -76.956889)"
FFI Studio Pl@za LLC,  906 Silver Spring Ave  ,nan,Silver Spring,-,20910,Less Than 45,"906 Silver Spring Ave Silver Spring  20910 (38.991682, -77.024669)"
Ihop Moore Hospitality,11303 GRANDVIEW AVE,n@n,  Wheaton  ,  Maryland  ,NULL,Less Than 45,"11303 GRANDVIEW AVE Whe@ton  20902 (39.040707, -77.052879)"
"  Kenneth J. W@tter, CPA, PA  ",  5 N Adams St  ,nan,Rockville,M@ryland,20850,  Less Than 45  ,"5 N Ad@ms St Rockville  20850 (39.084649, -77.154836)"
  7800 Airpark Limited Partnership  , ,nan,  Gaithersburg  ,Maryland,20879,  Less Than 45  ,"7800 Airpark Road Gaithersburg  20879 (39.170576, -77.1594)"
FERNANDO PEREDO,  11305 G.A AVE  ,nan,WHEATON,Maryland,20902,Less Than 45,"  11305 G.A AVE WHEATON  20902 (39.040455, -77.051352)  "
  La Antigua Restaurant  ,11260 GEORGIA AVE,nan,Silver Spring,  Maryland  ,20902,Less Than 45,-
"  Greenmountain Associates L.P., LLLP  ",11261-11269 Triangle Ln.,nan,Wheaton,  Maryland  ,20902,Less Th@n 45,"11261-11269 Triangle Ln. Wheaton  20902 (39.039972, -77.05199)"
"4401 East West, LLC.",4401 East West Hwy,nan,Bethesda,  M@ryland  ,20814,45 @nd Above,"4401 East West Hwy Bethesda  20814 (38.985246, -77.089745)"
  Annie  Chen  ,  19520 WATERS RD  ,nan,Germantown, ,20874,45 and Above,"  19520 WATERS RD Germantown  20874 (39.175905, -77.273136)  "
SANDRICH CARROLL INVESTMENTS,12331 CARROLL AVE,nan,ROCKVILLE,  Maryland  ,20852,  Less Th@n 45  ,"  12331 CARROLL AVE ROCKVILLE  20852 (39.059255, -77.114066)  "
Flower Shopping Center,8472-8484 Piney Branch Road,8706-8722 Flower Avenue,Takoma Park,  M@ryland  ,20901,  Less Than 45  ,-
BDC Burtonsville LLC,"3901, 3905, 3909, 3919 N@tional Drive",nan,Burtonsville,Maryland,20866,  45 and Above  ,"  3901, 3905, 3909, 3919 National Drive Burtonsville  20866 (39.112729, -76.932563)  "
"AREP 9711 Washingtonian South, LLC",9711 Washingtonian Boulevard,  nan  ,NULL,Maryland,20878,45 and Above,"  9711 Washingtonian Boulevard Gaithersburg  20878 (39.112212, -77.192487)  "
The Morgan Apartments,12000 Chase Crossing Cir,nan,  North Bethesda  ,Maryland,20852,45 and Above,"12000 Chase Crossing Cir North Bethesda  20852 (39.054601, -77.120551)"
  CITIBANK  ,9400 GEORGIA AVE,nan,SILVER SPRING,MD,20910,  Less Than 45  ,"9400 GEORGIA AVE SILVER SPRING  20910 (39.00864, -77.040232)"
  WALGREENS  ,430 HUNGERFORD DR,N/A,ROCKVILLE,Maryland,20850,Less Than 45,"  430 HUNGERFORD DR ROCKVILLE  20850 (39.088808, -77.151304)  "
"GREENTREE ASSOCIATES, LLC",N/A,nan,  BETHESDA  ,  M@ryland  ,20814,Less Than 45,8804 Greentree Road BETHESDA  20814
Centr@l Auto,-,nan,Silver Spring,Maryland,20902,Less Than 45,"  2405B Reedie dt Silver Spring  20902 (39.038584, -77.051501)  "
N/A,  1370 LAMBERTON DR  ,  nan  ,silver spring,Maryland,N/A,Less Than 45,"1370 LAMBERTON DR silver spring  20902 (39.040866, -77.029899)"
 ,NULL,-,  ROCKVILLE  ,M@ryland,20878,45 and Above,"  401 N WASHINGTON ST ROCKVILLE  20878 (39.089846, -77.153708)  "
"  Georgia East, LP  ",  12345 Georgia Ave.  ,  12325 Georgi@ Ave.  ,  Wheaton  ,  MD  ,20906,45 @nd Above,"  12345 Georgi@ Ave. Wheaton  20906 (39.059695, -77.050475)  "
  Tova Fliegel  ,  109-119 E Diamond Ave  ,nan,  Gaithersburg  ,Maryland,20877,-,"109-119 E Diamond Ave Gaithersburg  20877 (39.14199, -77.195138)"
"  Park Potomac Building D, LLC  ",12435 PARK POTOMAC AVE, ,-,  Maryland  , ,Less Than 45,"12435 PARK POTOMAC AVE Potomac  20854 (39.059941, -77.157708)"
  QUIET SWEEP  ,7428 WESTMORE RD,n@n,ROCKVILLE,Maryland,20850,NULL,"7428 WESTMORE RD ROCKVILLE  20850 (39.099398, -77.151747)"
NEW COUNTRY BETHESDA,7106 WOODMONT AVE, ,  CHEVY CHASE  ,Maryland,20815,Less Than 45,"7106 WOODMONT AVE CHEVY CHASE  20815 (38.9799, -77.093174)"
UNIQUE THRIFT STORE,12211 VIERS MILL RD,nan,  WHEATON  ,Maryland,20906,45 and Above,"12211 VIERS MILL RD WHEATON  20906 (39.057299, -77.084401)"
-,  12001 - 12183 Nebel Street  ,nan,Rockville,Maryland,20852,45 and Above,"12001 - 12183 Nebel Street Rockville  20852 (39.051197, -77.109646)"
  Goldst@r Properties LLC  , ,nan,Silver Spring,Maryland,20904,  45 @nd Above  ,"11800 Tech Ro@d Silver Spring  20904 (39.050583, -76.972137)"
  Comprint Professional Center  ,16001 through 16081 Comprint Circle, ,Gaithersburg,M@ryland,20877,45 @nd Above,NULL
"  KCT INVESTMENTS, LLC  ",4962 HAMPDEN LANE, ,BETHESDA,N/A,20814,Less Than 45,"  4962 HAMPDEN LANE BETHESDA  20814 (38.982678, -77.098252)  "
New Hampshire Avenue Shopping Center LLC,"6822, 6824-6840, 6842-6860",nan,  T@koma Park  ,Maryland,20912,  45 and Above  ,"6822, 6824-6840, 6842-6860 Takoma Park  20912"
"Airp@rkAssociates, LLC",19200 Chennault Way,  7620 Rickenbacker Dr  ,  G@ithersburg  ,Maryland,20878,45 and Above,"19200 Chennault Way Gaithersburg  20878 (39.170982, -77.157104)"
WASHINGTON PROPERTY COMPANY,1 RESEARCH CT,  nan  ,ROCKVILLE,MD,20850,  45 and Above  ,"  1 RESEARCH CT ROCKVILLE  20850 (39.105873, -77.186247)  "
MONTGOMERY AIRPARK ASSOCIATES,  19000 WOODFIELD RD  ,nan,GAITHERSBURG,  Maryland  ,20879, ,"19000 WOODFIELD RD GAITHERSBURG  20879 (39.168131, -77.155041)"
Jaymor - Howard Ave,4261-4277 How@rd Avenue,nan,Kensington,  Maryland  , ,  Less Than 45  ,"4261-4277 How@rd Avenue Kensington  20895 (39.031034, -77.08443)"
"Second Rock Spring Park, LP",  6707 Democracy Boulevard  ,n@n,Bethesd@,M@ryland,20817,45 and Above,"  6707 Democracy Boulevard Bethesda  20817 (39.021548, -77.137942)  "
WISTERIA INDUSTRIAL PARK LP,13210 WISTERIA DR,  nan  ,GERMANTOWN,Maryland,20874,45 and Above,"13210 WISTERIA DR GERMANTOWN  20874 (39.179828, -77.27466)"
  CubeSmart  ,300 Old Game Preserve Road,  nan  ,Gaithersburg,Maryland,20879,  Less Than 45  ,"300 Old Game Preserve Road Gaithersburg  20879 (39.163265, -77.222345)"
NULL,  5227 - 5269 River Ro@d  ,  nan  ,Bethesda,Maryland,20816,  45 and Above  ,"5227 - 5269 River Ro@d Bethesda  20816 (38.965454, -77.104548)"
Sherwin-Williams,4809 Auburn Ave,nan,Bethesda,Maryland,20814,Less Than 45,"  4809 Auburn Ave Bethesda  20814 (38.990631, -77.099271)  "
NULL,2533-2539 ennalls ave,nan,WHEATON,  Maryland  ,21713,Less Than 45,"2533-2539 ennalls ave WHEATON  21713 (39.039772, -77.053546)"
Montgomery Place Community Association,8825 Centerway Rd,nan,Gaithersburg,  M@ryland  ,20879,45 and Above,"8825 Centerway Rd Gaithersburg  20879 (39.169753, -77.18481)"
"Three Irvington Centre Associates, LLC",N/A,nan,Rockville,Maryland,20850,  45 and Above  ,"  800 King Farm Boulevard Rockville  20850 (39.111796, -77.177755)  "
N/A,4630 Montgomery Avenue,-,N/A,Maryland,20814,  Less Than 45  ,"4630 Montgomery Avenue Bethesda  20814 (38.983822, -77.092756)"
  Traville Center LLC  ,NULL,  n@n  ,  Rockville  ,-,20858,45 and Above,-
  MH Properties  ,  6300 New Hampshire Ave  ,n@n,Takoma Park,  Maryland  ,20812,45 @nd Above,6300 New Hampshire Ave Takoma Park  20812
nan,2401 Wootton P@rkway, ,Rockville,Maryland,20850,N/A,"2401 Wootton Parkway Rockville  20850 (39.079809, -77.184311)"
"  Greentree Associates, LLC  ",  8804 Old Georgetown Rd  ,NULL,Bethesd@,Maryland,20815,  Less Th@n 45  ,"8804 Old Georgetown Rd Bethesd@  20815 (38.999915, -77.109616)"
  SANDY SPRING BANK  ,611 ROCKVILLE PIKE,NULL,ROCKVILLE,Maryland,20850,45 and Above,611 ROCKVILLE PIKE ROCKVILLE  20850
Bach to Rock,4910 CORDELL AVE,  n@n  ,Bethesda,Maryland,20814,Less Than 45,"4910 CORDELL AVE Bethesd@  20814 (38.988916985, -77.098162033)"
Kemp Mill Shopping Center,  1370 LAMBERTON DR  ,nan,Silver Spring,  Maryland  , ,  45 @nd Above  ,"1370 LAMBERTON DR Silver Spring  20902 (39.040036997, -77.031117034)"
TEST Ch@nging Address,  100 MARYLAND AVE  ,  nan  ,Rockville,Maryland,20850,Less Than 45,"100 MARYLAND AVE Rockville  20850 (39.082045001, -77.150755961)"
  Blair Shopping Center LLC  ,1280 EAST WEST HWY,  nan  ,Silver Spring,M@ryland,20910,45 @nd Above,"1280 EAST WEST HWY Silver Spring  20910 (38.992041004, -77.031592958)"
"  Deer Park Office Condominium Center, Inc.  ",600 S FREDERICK AVE,  nan  ,G@ithersburg,Maryland,20877,45 and Above,"600 S FREDERICK AVE G@ithersburg  20877 (39.131675004, -77.189005016)"
  Montgomery County Revenue Authority  ,  18810 WOODFIELD RD  ,  nan  ,Gaithersburg,Maryland,20879,45 and Above,"18810 WOODFIELD RD Gaithersburg  20879 (39.16498, -77.15819)"
"Traville Center, LLC",  9700 TRAVILLE GATEWAY DR  ,n@n,Rockville,Maryland,20850,45 and Above, 
"FALLSGROVE HOTEL ASSO, LLC TA Hilton Garden Inn Rockville/Gaithersburg",14975 SHADY GROVE RD, ,Rockville,  M@ryland  ,N/A,45 and Above,"14975 SHADY GROVE RD Rockville  20850 (39.10026, -77.19118)"
"SG Office Associates, LLC c/o Lerner Corporation",  14995 SHADY GROVE RD  ,  n@n  ,Rockville,NULL,20850,  45 and Above  ,"  14995 SHADY GROVE RD Rockville  20850 (39.10105, -77.19075)  "
"FG Retail Group, LLC c/o Lerner Corporation",14955 SHADY GROVE RD,nan,Rockville,Maryland,20850,  45 @nd Above  ,"  14955 SHADY GROVE RD Rockville  20850 (39.09878, -77.19235)  "
"  JFGW Building, LLC  ",6101 EXECUTIVE BLVD,n@n,Rockville,M@ryland,20852,  45 and Above  ,"6101 EXECUTIVE BLVD Rockville  20852 (39.04918, -77.12304)"
Bray & Scarff,6801 WISCONSIN AVE,nan,BETHESDA,Maryland,20815,Less Than 45,"6801 WISCONSIN AVE BETHESDA  20815 (38.97784, -77.09093)"
Thor West Gude Drive LLC,20 W GUDE DR,nan, ,Maryland,20850,45 @nd Above,"20 W GUDE DR Rockville  20850 (39.10513, -77.15863)"
Cannon Hill Capital Partners,  401 N WASHINGTON ST  ,  nan  ,  ROCKVILLE  ,Maryland,20850,45 and Above,"401 N WASHINGTON ST ROCKVILLE  20850 (39.09043, -77.15315)"
Rockville Plaza LLC,416 HUNGERFORD DR,-,  Rockville  ,M@ryland,20850,45 and Above,"416 HUNGERFORD DR Rockville  20850 (39.08852, -77.15176)"
LTA Holdings LLC,415 E DIAMOND AVE,  nan  ,G@ithersburg,M@ryland,20877,  Less Than 45  ,"  415 E DIAMOND AVE Gaithersburg  20877 (39.14185, -77.18901)  "
Thor West Gude Drive LLC,50 W GUDE DR,n@n,  Rockville  ,Maryland,20850, ,"  50 W GUDE DR Rockville  20850 (39.1051, -77.16081)  "
Ridgewells Catering,5520 CLIPPER LN,nan,Bethesd@,Maryland,20816,Less Than 45,"5520 CLIPPER LN Bethesda  20816 (38.96432, -77.1019)"
  Rockville Plaza LLC  ,-,n@n,  Rockville  ,Maryland,20850,45 and Above,NULL
Thor West Gude Drive LLC,  30 W GUDE DR  ,  nan  ,NULL,Maryland,20850,45 and Above,"30 W GUDE DR Rockville  20850 (39.10589, -77.15977)"
Thor West Gude Drive LLC,40 W GUDE DR,nan,Rockville,Maryland,20850,45 and Above,"40 W GUDE DR Rockville  20850 (39.10483, -77.15944)"
Ridgewells Catering,  5522 DORSEY LN  ,  nan  ,Bethesda,Maryland,-,45 and Above,"5522 DORSEY LN Bethesda  20816 (38.96489, -77.10169)"
  Macedonia Baptist Church  ,5119 RIVER RD,nan,NULL,Maryland,20816,  Less Th@n 45  ,"5119 RIVER RD Bethesda  20816 (38.96385, -77.10229)"
"  Pork Chop Alley, LLC  ",4929 BETHESDA AVE,nan,Bethesda,M@ryland,20814,  Less Than 45  ,"4929 BETHESDA AVE Bethesda  20814 (38.98098, -77.09949)"
Gaithersburg Owners LLC,620 PERRY PKWY,n@n,G@ithersburg,-,20877,45 and Above,"  620 PERRY PKWY G@ithersburg  20877 (39.14899, -77.21326)  "
 ,7110 WOODMONT AVE,nan,Bethesda,M@ryland,20815,  Less Than 45  ,NULL
  ComRef Shady Grove LLC  ,15001 SHADY GROVE RD,nan,NULL,  Maryland  ,20850,45 and Above,"15001 SHADY GROVE RD Rockville  20850 (39.10158, -77.1906)"
GEORGETOWN PARK CONDOMINIUM,  5800 HUBBARD DR  ,  nan  ,  rockville  ,M@ryland,20852,  45 and Above  ,"5800 HUBBARD DR rockville  20852 (39.05462, -77.11843)"
"  Council of Unit Owners of Chevy Chase Lake Master Condominium, Inc  ",8525 CHEVY CHASE LAKE TER,nan,Chevy Chase,Maryland, ,Less Than 45,"8525 CHEVY CHASE LAKE TER Chevy Chase  20815 (38.99582, -77.07597)"
Burtonsville Crossing - Burtonsville EDENS AVANT,15789 OLD COLUMBIA PIKE,  n@n  ,N/A,  M@ryland  ,20866,45 and Above,"15789 OLD COLUMBIA PIKE Burtonsville  20866 (39.11466, -76.93299)"
"Montgomery Village Crossing - Montgomery (E&A), LLC",9639 LOST KNIFE RD,  nan  ,Gaithensburg,M@ryland,20877,45 @nd Above,"9639 LOST KNIFE RD Gaithensburg  20877 (39.15374, -77.19962)"
West Montgomery LLC,50 W MONTGOMERY AVE,  n@n  ,Rockville,Maryland,20850,  45 and Above  ,"  50 W MONTGOMERY AVE Rockville  20850 (39.08418, -77.15417)  "
"  Neelsville Village Center -  Neelsville (E&A), LLC  ",20944 FREDERICK RD,n@n,Germantown,M@ryland,20876,45 and Above,"20944 FREDERICK RD Germ@ntown  20876 (39.2031, -77.24707)"
"Montgomery Village Crossing - Montgomery (E&A), LLC",NULL,  nan  ,Gaithensburg,  Maryland  ,20877,45 and Above,N/A
Home2 Suites,1701  ELTON RD,n@n,Silver Spring,Maryland,20903,-,"1701 ELTON RD Silver Spring  20903 (39.01987, -76.97461)"
"Technical Service Park Associates, LLC",2401 LINDEN LN,NULL,  Silver Spring  ,Maryland,20910,45 and Above,"2401 LINDEN LN Silver Spring  20910 (39.01055, -77.05132)"
The Learning Experience - Gaithersburg,N/A,nan,Gaithersburg,M@ryland,20886, ,"  9963 STEDWICK RD Gaithersburg  20886 (39.17007, -77.2065)  "
  The Home Depot  ,  7111 WESTLAKE TER  ,nan,Bethesda,Maryland,20817,45 and Above,"  7111 WESTLAKE TER Bethesda  20817 (39.027137, -77.144699)  "
Verizon Wireless, ,  nan  ,Bethesd@,-,20815,  Less Than 45  ,"6932 WISCONSIN AVE Bethesd@  20815 (38.97861, -77.09191)"
The Home Depot,15740 SHADY GROVE RD,  nan  ,  Gaithersburg  ,  Maryland  , ,45 and Above,"  15740 SHADY GROVE RD Gaithersburg  20877 (39.11509, -77.18684)  "
Wilkins Crossing LLC,12288 WILKINS AVE,nan,Rockville,Maryland,20852,45 @nd Above,"12288 WILKINS AVE Rockville  20852 (39.05684, -77.11315)"
Macedonia Baptist Church,5119 RIVER RD,nan,Bethesda,Maryland,20816,Less Th@n 45,"5119 RIVER RD Bethesda  20816 (38.96385, -77.10229)"
  Jamus petro inc  ,  8384  COLESVILLE RD  ,nan,silverspring,  Maryland  ,20910,Less Than 45,"8384 COLESVILLE RD silverspring  20910 (38.99343, -77.03259)"
Germantown Commons Borrower LLC,-,nan,Germantown,Maryland,20874,45 and Above,"13060 MIDDLEBROOK RD Germantown  20874 (39.1816, -77.27098)"
"Stubbs Shopping Center, Inc.",3725 UNIVERSITY W BLVD,nan,  Kensington  ,Maryland,20895,-,"3725 UNIVERSITY W BLVD Kensington  20895 (39.033, -77.07361)"
  Bright Horizons F@mily Solutions  ,  12750 TWINBROOK PKWY  ,nan,  Rockville  ,Maryland,20851,  45 and Above  ,"  12750 TWINBROOK PKWY Rockville  20851 (39.0658, -77.11534)  "
CAPITAL BELTWAY BUILDING JOINT VENTURE,  1751 ELTON RD  ,n@n,  Silver Spring  ,  Maryland  ,20903,45 and Above,N/A
Giant Food #319,625 HUNGERFORD DR,NULL,Rockville,Maryland,20850,45 and Above,"625 HUNGERFORD DR Rockville  20850 (39.09246, -77.15228)"
  Glascock Condo Association  ,425 BARLOW PL,nan,Bethesda, ,20814,  45 and Above  ,"425 BARLOW PL Bethesda  20814 (39.02078, -77.10899)"
 ,15005 SHADY GROVE RD,nan,Rockville,Maryland,20850,  45 @nd Above  ,"  15005 SHADY GROVE RD Rockville  20850 (39.10225, -77.19039)  "
Joyceparking LLC,6831 WISCONSIN AVE,nan,Bethesda,N/A,20815, ,-
-,7979 OLD GEORGETOWN RD,  nan  ,BETHESDA,N/A,20814,45 and Above,"  7979 OLD GEORGETOWN RD BETHESDA  20814 (38.98913, -77.10151)  "
Jared  Carter,  19500 FREDERICK RD  ,n@n,  Germantown  ,Maryland,NULL,NULL,"  19500 FREDERICK RD Germ@ntown  20876 (39.17565, -77.23867)  "
  DAVIS CONSTRUCTION  ,5300 MARINELLI RD,nan,North Bethesd@,N/A,20852,  Less Th@n 45  ,NULL
"White Flint Mall, LLLP",11301 ROCKVILLE PIKE,nan,N/A,Maryland,20852,45 and Above,"11301 ROCKVILLE PIKE Rockville  20852 (39.04247, -77.11077)"
  j@mes g davis construction  ,5300 MARINELLI RD,NULL,  North Bethesda  ,Maryland,20852,Less Th@n 45,"5300 MARINELLI RD North Bethesda  20852 (39.04787, -77.10562)"
DAVIS CONSTRUCTION,5300 MARINELLI RD,  nan  ,  North Bethesd@  ,Maryland,20852,Less Than 45,"5300 MARINELLI RD North Bethesda  20852 (39.04787, -77.10562)"
NULL,  11510 ROCKVILLE PIKE  ,n@n,  Rockville  ,  Maryland  ,20852,45 and Above,"  11510 ROCKVILLE PIKE Rockville  20852 (39.04537, -77.11255)  "
Adventist HealthCare - Shady Grove Medical Center,9901 MEDICAL CENTER DR,nan,  Rockville  ,Maryland,20850,45 and Above,"9901 MEDICAL CENTER DR Rockville  20850 (39.0978, -77.19654)"
DAVIS CONSTRUCTION,  5300 MARINELLI RD  ,  nan  ,  North Bethesda  ,M@ryland,20852,NULL,"  5300 MARINELLI RD North Bethesda  20852 (39.04787, -77.10562)  "
"FG Retail Group, LLC c/o Lerner Corporation",14955 SHADY GROVE RD,nan,Rockville,Maryland,N/A,45 and Above,"14955 SHADY GROVE RD Rockville  20850 (39.09878, -77.19235)"
"Gurwicz California Avenue, LLC",  20926 FREDERICK RD  ,nan,  Germ@ntown  ,Maryland,20876,  Less Th@n 45  ,"20926 FREDERICK RD Germantown  20876 (39.20204, -77.2493)"
"Aspen Hill Holding, LLC",4110 ASPEN HILL RD,n@n,Rockville,Maryland,20853,  Less Than 45  ,"4110 ASPEN HILL RD Rockville  20853 (39.08016, -77.08179)"
IV IV3 Snouffer School Road Portfolio LLC,-,nan,g@ithersburg,Maryland,20879,  45 and Above  ,NULL
  IV IV3 Snouffer School Road Portfolio LLC  ,8787 SNOUFFER SCHOOL RD,  nan  ,Gaithersburg,Maryland,20879,N/A,"  8787 SNOUFFER SCHOOL RD Gaithersburg  20879 (39.17899, -77.17956)  "
IV IV3 Snouffer School Road Portfolio LLC,8797 SNOUFFER SCHOOL RD,nan,gaithersburg,  M@ryland  ,20879,45 @nd Above,"  8797 SNOUFFER SCHOOL RD gaithersburg  20879 (39.17931, -77.17915)  "
BURLINGTON STORES,600 N FREDERICK AVE,n@n,GAITHERSBURG,  M@ryland  ,20877,45 and Above,"600 N FREDERICK AVE GAITHERSBURG  20877 (39.15033, -77.21066)"
CB211 North LLC,211 N FREDERICK AVE,nan,  Gaithersburg  ,Maryland,20877,  45 and Above  ,"  211 N FREDERICK AVE Gaithersburg  20877 (39.14447, -77.20133)  "
MAS Properties LLC,7825 OLD GEORGETOWN RD,  nan  ,Bethesda,  Maryland  ,20814,  Less Than 45  ,"7825 OLD GEORGETOWN RD Bethesda  20814 (38.98801, -77.09911)"
"Amin SS2, LLC",7635 LINDBERGH DR,nan,G@ithersburg,Maryland,20879,Less Th@n 45,"  7635 LINDBERGH DR Gaithersburg  20879 (39.16687, -77.15408)  "
Saul Holdings Limited Partnership,12825 WISTERIA DR,  n@n  ,  Germantown  ,Maryland,20874,45 @nd Above,"12825 WISTERIA DR Germantown  20874 (39.17685, -77.26893)"
